# started on Sun Mar 11 00:49:13 2018

     0.050107973,1704593,,L1-dcache-load-misses,49630992,100.00,,,,
     0.050107973,173794882,,instructions,49635378,100.00,1.24,insn per cycle
     0.050107973,3053292,,l2_rqsts.miss,49637446,100.00,,,,
     0.050107973,1450205,,branch-misses,49639429,100.00,,,,
     0.050107973,140551990,,cycles,49641442,100.00,,,,
     0.050107973,24414,,LLC-load-misses,49658783,100.00,,,,
     0.100303336,2415369,,L1-dcache-load-misses,53348625,100.00,,,,
     0.100303336,183627241,,instructions,53350885,100.00,1.20,insn per cycle
     0.100303336,3912370,,l2_rqsts.miss,53352209,100.00,,,,
     0.100303336,1143445,,branch-misses,53353441,100.00,,,,
     0.100303336,164844025,,cycles,53354682,100.00,,,,
     0.100303336,119853,,LLC-load-misses,53355961,100.00,,,,
     0.150453564,8431822,,L1-dcache-load-misses,90408750,100.00,,,,
     0.150453564,350895248,,instructions,90416169,100.00,1.38,insn per cycle
     0.150453564,11768842,,l2_rqsts.miss,90421035,100.00,,,,
     0.150453564,2788057,,branch-misses,90425543,100.00,,,,
     0.150453564,458750015,,cycles,90430389,100.00,,,,
     0.150453564,450211,,LLC-load-misses,90435334,100.00,,,,
     0.200610113,10819035,,L1-dcache-load-misses,117572318,100.00,,,,
     0.200610113,484157049,,instructions,117577668,100.00,1.47,insn per cycle
     0.200610113,12730280,,l2_rqsts.miss,117581574,100.00,,,,
     0.200610113,3286133,,branch-misses,117584910,100.00,,,,
     0.200610113,555564027,,cycles,117588221,100.00,,,,
     0.200610113,459595,,LLC-load-misses,117591540,100.00,,,,
     0.250781462,11257219,,L1-dcache-load-misses,133195192,100.00,,,,
     0.250781462,405099974,,instructions,133205069,100.00,1.09,insn per cycle
     0.250781462,14760588,,l2_rqsts.miss,133207908,100.00,,,,
     0.250781462,3105831,,branch-misses,133210584,100.00,,,,
     0.250781462,542738050,,cycles,133213654,100.00,,,,
     0.250781462,723046,,LLC-load-misses,133216615,100.00,,,,
     0.300936061,11330531,,L1-dcache-load-misses,144158664,100.00,,,,
     0.300936061,505975107,,instructions,144162246,100.00,1.26,insn per cycle
     0.300936061,13067149,,l2_rqsts.miss,144164736,100.00,,,,
     0.300936061,3028055,,branch-misses,144166993,100.00,,,,
     0.300936061,555245330,,cycles,144169473,100.00,,,,
     0.300936061,362006,,LLC-load-misses,144171907,100.00,,,,
     0.351084273,12007325,,L1-dcache-load-misses,152028282,100.00,,,,
     0.351084273,467821487,,instructions,152031604,100.00,1.10,insn per cycle
     0.351084273,14720699,,l2_rqsts.miss,152033705,100.00,,,,
     0.351084273,3311962,,branch-misses,152035641,100.00,,,,
     0.351084273,555888158,,cycles,152037694,100.00,,,,
     0.351084273,479233,,LLC-load-misses,152039796,100.00,,,,
     0.401245695,12221867,,L1-dcache-load-misses,157927919,100.00,,,,
     0.401245695,448970845,,instructions,157930671,100.00,1.02,insn per cycle
     0.401245695,14326609,,l2_rqsts.miss,157932394,100.00,,,,
     0.401245695,3021115,,branch-misses,157934021,100.00,,,,
     0.401245695,555965854,,cycles,157935648,100.00,,,,
     0.401245695,623380,,LLC-load-misses,157937443,100.00,,,,
     0.451410153,7304673,,L1-dcache-load-misses,162400462,100.00,,,,
     0.451410153,561915341,,instructions,162403042,100.00,1.24,insn per cycle
     0.451410153,7616442,,l2_rqsts.miss,162404671,100.00,,,,
     0.451410153,1968101,,branch-misses,162406213,100.00,,,,
     0.451410153,558303865,,cycles,162407759,100.00,,,,
     0.451410153,280418,,LLC-load-misses,162409384,100.00,,,,
     0.501564024,6715602,,L1-dcache-load-misses,166081569,100.00,,,,
     0.501564024,574428856,,instructions,166083870,100.00,1.24,insn per cycle
     0.501564024,7526634,,l2_rqsts.miss,166085270,100.00,,,,
     0.501564024,1574603,,branch-misses,166086526,100.00,,,,
     0.501564024,560963316,,cycles,166087918,100.00,,,,
     0.501564024,574448,,LLC-load-misses,166089329,100.00,,,,
     0.551733369,7447913,,L1-dcache-load-misses,168865400,100.00,,,,
     0.551733369,409797217,,instructions,168867598,100.00,0.87,insn per cycle
     0.551733369,9779310,,l2_rqsts.miss,168868881,100.00,,,,
     0.551733369,1729387,,branch-misses,168870183,100.00,,,,
     0.551733369,538299888,,cycles,168871498,100.00,,,,
     0.551733369,1458652,,LLC-load-misses,168872824,100.00,,,,
     0.601904293,5431431,,L1-dcache-load-misses,171446212,100.00,,,,
     0.601904293,546465925,,instructions,171448439,100.00,1.14,insn per cycle
     0.601904293,4746804,,l2_rqsts.miss,171449909,100.00,,,,
     0.601904293,1139820,,branch-misses,171450970,100.00,,,,
     0.601904293,549991683,,cycles,171452202,100.00,,,,
     0.601904293,313736,,LLC-load-misses,171453257,100.00,,,,
     0.652070887,5255792,,L1-dcache-load-misses,173629960,100.00,,,,
     0.652070887,561603022,,instructions,173631696,100.00,1.16,insn per cycle
     0.652070887,4439047,,l2_rqsts.miss,173632748,100.00,,,,
     0.652070887,1139490,,branch-misses,173633840,100.00,,,,
     0.652070887,557927156,,cycles,173634875,100.00,,,,
     0.652070887,347726,,LLC-load-misses,173635927,100.00,,,,
     0.702227972,5343209,,L1-dcache-load-misses,175537386,100.00,,,,
     0.702227972,554484272,,instructions,175538970,100.00,1.13,insn per cycle
     0.702227972,4633024,,l2_rqsts.miss,175539971,100.00,,,,
     0.702227972,1097277,,branch-misses,175540914,100.00,,,,
     0.702227972,559467981,,cycles,175541896,100.00,,,,
     0.702227972,415585,,LLC-load-misses,175542912,100.00,,,,
     0.752398975,6157561,,L1-dcache-load-misses,177186542,100.00,,,,
     0.752398975,535015143,,instructions,177188008,100.00,1.08,insn per cycle
     0.752398975,6119799,,l2_rqsts.miss,177188921,100.00,,,,
     0.752398975,1026020,,branch-misses,177189844,100.00,,,,
     0.752398975,559304412,,cycles,177190793,100.00,,,,
     0.752398975,560521,,LLC-load-misses,177191848,100.00,,,,
     0.802562708,9756222,,L1-dcache-load-misses,178594249,100.00,,,,
     0.802562708,550653827,,instructions,178595624,100.00,1.11,insn per cycle
     0.802562708,10276984,,l2_rqsts.miss,178596511,100.00,,,,
     0.802562708,2011854,,branch-misses,178597348,100.00,,,,
     0.802562708,557548527,,cycles,178598225,100.00,,,,
     0.802562708,646603,,LLC-load-misses,178599098,100.00,,,,
     0.852718113,9854619,,L1-dcache-load-misses,179667374,100.00,,,,
     0.852718113,578692567,,instructions,179668764,100.00,1.15,insn per cycle
     0.852718113,9088369,,l2_rqsts.miss,179669646,100.00,,,,
     0.852718113,2257888,,branch-misses,179670453,100.00,,,,
     0.852718113,549490714,,cycles,179671291,100.00,,,,
     0.852718113,342015,,LLC-load-misses,179672137,100.00,,,,
     0.903076325,10827027,,L1-dcache-load-misses,180817691,100.00,,,,
     0.903076325,596359053,,instructions,180818971,100.00,1.18,insn per cycle
     0.903076325,9915911,,l2_rqsts.miss,180819797,100.00,,,,
     0.903076325,2259645,,branch-misses,180820577,100.00,,,,
     0.903076325,561786804,,cycles,180821342,100.00,,,,
     0.903076325,332058,,LLC-load-misses,180822105,100.00,,,,
     0.953226742,10797789,,L1-dcache-load-misses,181826615,100.00,,,,
     0.953226742,607321375,,instructions,181827726,100.00,1.19,insn per cycle
     0.953226742,9857700,,l2_rqsts.miss,181828454,100.00,,,,
     0.953226742,2455460,,branch-misses,181829110,100.00,,,,
     0.953226742,577701956,,cycles,181829767,100.00,,,,
     0.953226742,338108,,LLC-load-misses,181830488,100.00,,,,
     1.003412932,10570713,,L1-dcache-load-misses,182741513,100.00,,,,
     1.003412932,471093181,,instructions,182743220,100.00,0.92,insn per cycle
     1.003412932,11995617,,l2_rqsts.miss,182744080,100.00,,,,
     1.003412932,2320633,,branch-misses,182744854,100.00,,,,
     1.003412932,569136303,,cycles,182745696,100.00,,,,
     1.003412932,1454021,,LLC-load-misses,182746467,100.00,,,,
     1.053612611,8872706,,L1-dcache-load-misses,183543601,100.00,,,,
     1.053612611,160137281,,instructions,183545532,100.00,0.32,insn per cycle
     1.053612611,13343954,,l2_rqsts.miss,183546722,100.00,,,,
     1.053612611,2216286,,branch-misses,183547811,100.00,,,,
     1.053612611,383996907,,cycles,183548847,100.00,,,,
     1.053612611,2409395,,LLC-load-misses,183549959,100.00,,,,
     1.103776049,5757550,,L1-dcache-load-misses,181545169,100.00,,,,
     1.103776049,146924172,,instructions,181545384,100.00,0.30,insn per cycle
     1.103776049,8786804,,l2_rqsts.miss,181545502,100.00,,,,
     1.103776049,1211779,,branch-misses,181545611,100.00,,,,
     1.103776049,248496883,,cycles,181545719,100.00,,,,
     1.103776049,1340157,,LLC-load-misses,181545840,100.00,,,,
